chromosom bin.start bin.end log.overAllSamples.mean
chr1 226700001 226750000 0.0751998787571419
chr1 226750001 226800000 0.0879022685119868
chr1 226800001 226850000 0.084175454211721
chr1 226850001 226900000 0.167919229938425
chr1 226900001 226950000 0.076909282727374
chr1 226950001 227000000 0.050548053496728
chr1 227000001 227050000 0.131763947016817
chr1 227050001 227100000 0.00437028198773652
chr1 227100001 227150000 0.0799703878757491
chr1 227150001 227200000 0.0845432142529765
chr1 227200001 227250000 0.140850274001371
chr1 227250001 227300000 0.10403987325889
chr1 227300001 227350000 0.118963303669028
chr1 227350001 227400000 0.0848976395556268
chr1 227400001 227450000 0.0942072649463748
chr1 227450001 227500000 0.0785012291303833
chr1 227500001 227550000 0.0825262535454862
chr1 227550001 227600000 0.0296195514004531
chr1 227600001 227650000 0.0715999091074798
chr1 227650001 227700000 -0.0295251417235385
chr1 227700001 227750000 0.0733282876276045
chr1 227750001 227800000 0.112605336435196
chr1 227800001 227850000 0.0198937425980441
chr1 227850001 227900000 0.00570696644569747
chr1 227900001 227950000 0.0633938298396271
chr1 227950001 228000000 0.0643549952753757
chr1 228000001 228050000 0.0112343333177587
chr1 228050001 228100000 0.0233765870542539
chr1 228100001 228150000 0.0288530952655138
chr1 228150001 228200000 0.0203553327023109
chr1 228200001 228250000 -0.0178008821534583
chr1 228250001 228300000 0.027336375550039
chr1 228300001 228350000 0.103547761503796
chr1 228350001 228400000 0.0541831765319197
chr1 228400001 228450000 0.0723873063656564
chr1 228450001 228500000 0.0616177561721962
chr1 228500001 228550000 0.0435062282735558
chr1 228550001 228600000 0.0215895210224715
chr1 228600001 228650000 0.0405477537878528
chr1 228650001 228700000 0.0283698078965039
chr1 228700001 228750000 -0.0194323373167433
chr1 228750001 228800000 -0.0924302247481396
chr1 228800001 228850000 0.0681963247915921
chr1 228850001 228900000 0.0595738127790545
chr1 228900001 228950000 0.0192271523799158
chr1 228950001 229000000 0.102525530857847
chr1 229000001 229050000 0.0949399013807547
chr1 229050001 229100000 0.114038852767876
chr1 229100001 229150000 0.12058995074918
chr1 229150001 229200000 0.131031729109651
chr1 229200001 229250000 0.0826340810237907
chr1 229250001 229300000 0.0869716245051295
chr1 229300001 229350000 0.0959270834113185
chr1 229350001 229400000 0.103972424060638
chr1 229400001 229450000 0.0926949595242091
chr1 229450001 229500000 0.0726256609900569
chr1 229500001 229550000 0.0459043701259644
chr1 229550001 229600000 0.0405166395838478
chr1 229600001 229650000 0.0552437774255203
chr1 229650001 229700000 0.0617770920960297
chr1 229700001 229750000 0.115995467776786
chr1 229750001 229800000 0.0462415958595176
chr1 229800001 229850000 0.0793770522757782
chr1 229850001 229900000 0.0710347851285609
chr1 229900001 229950000 0.0143394112673911
chr1 229950001 230000000 0.0888551583621586
chr1 230000001 230050000 0.0892554449631444
chr1 230050001 230100000 0.0762587623447636
chr1 230100001 230150000 0.0453018837105587
chr1 230150001 230200000 0.103584134889673
chr1 230200001 230250000 0.0969441939903702
chr1 230250001 230300000 0.0994888943859743
chr1 230300001 230350000 0.135037942732732
chr1 230350001 230400000 0.0964670780239951
chr1 230400001 230450000 0.0261803652461414
chr1 230450001 230500000 0.082366469956877
chr1 230500001 230550000 0.0353776148101622
chr1 230550001 230600000 0.0242892467443335
chr1 230600001 230650000 0.0789125388280114
chr1 230650001 230700000 0.0355606259593253
chr1 230700001 230750000 0.112553100317651
chr1 230750001 230800000 0.0816176667506617
chr1 230800001 230850000 0.0994342952003272
chr1 230850001 230900000 0.0565850463005254
chr1 230900001 230950000 0.0860149789094052
chr1 230950001 231000000 0.0859019302321742
chr1 231000001 231050000 0.110601438581941
chr1 231050001 231100000 0.0551115034718211
chr1 231100001 231150000 0.0918797078326507
chr1 231150001 231200000 0.0387821699534129
chr1 231200001 231250000 0.0780100820305887
chr1 231250001 231300000 0.0608717081299927
chr1 231300001 231350000 0.0755384028401283
chr1 231350001 231400000 0.0670113959461693
chr1 231400001 231450000 0.0609753727506691
chr1 231450001 231500000 0.0739205544997942
chr1 231500001 231550000 0.0749699618692823
chr1 231550001 231600000 0.0437302277353184
chr1 231600001 231650000 0.0921026377544676
chr1 231650001 231700000 0.0827603432518779
chr1 231700001 231750000 0.0622451753139333
chr1 231750001 231800000 0.0657152159951128
chr1 231800001 231850000 0.105185476683433
chr1 231850001 231900000 0.0873162883295206
chr1 231900001 231950000 0.0534597300624347
chr1 231950001 232000000 0.0801940908044358
chr1 232000001 232050000 0.114021316831661
chr1 232050001 232100000 0.0388009635801705
chr1 232100001 232150000 0.0854028624182712
chr1 232150001 232200000 0.087936065416499
chr1 232200001 232250000 0.0876261767421012
chr1 232250001 232300000 0.0765639871920901
chr1 232300001 232350000 0.0624529736432107
chr1 232350001 232400000 0.0847980993532855
chr1 232400001 232450000 0.0971505205920998
chr1 232450001 232500000 0.073832150096458
chr1 232500001 232550000 0.108993991968753
chr1 232550001 232600000 0.123071761789197
chr1 232600001 232650000 0.113217573542252
chr1 232650001 232700000 0.129001771187068
chr1 232700001 232750000 0.131798761515929
chr1 232750001 232800000 0.0719753813663087
chr1 232800001 232850000 0.0972677289151887
chr1 232850001 232900000 -0.0176201787211367
chr1 232900001 232950000 0.133950264269337
chr1 232950001 233000000 0.134893775178039
chr1 233000001 233050000 0.107227593644233
chr1 233050001 233100000 0.0835663457988955
chr1 233100001 233150000 0.0701401856748372
chr1 233150001 233200000 0.11191778048658
chr1 233200001 233250000 0.111064838241892
chr1 233250001 233300000 0.065654511214261
chr1 233300001 233350000 0.132892412620747
chr1 233350001 233400000 0.135418825514718
chr1 233400001 233450000 0.0500563727533751
chr1 233450001 233500000 0.0274772392559274
chr1 233500001 233550000 0.112998843444575
chr1 233550001 233600000 0.0556728275021766
chr1 233600001 233650000 0.0310813143906951
chr1 233650001 233700000 0.0757177978065841
chr1 233700001 233750000 0.0789383200830835
chr1 233750001 233800000 0.117176077473299
chr1 233800001 233850000 0.0268716234640379
chr1 233850001 233900000 0.10417835577266
chr1 233900001 233950000 0.00474288781214844
chr1 233950001 234000000 0.0689051988336964
chr1 234000001 234050000 0.0561865656181248
chr1 234050001 234100000 0.0652551182871507
chr1 234100001 234150000 0.0524517030258997
chr1 234150001 234200000 0.0490359183126985
chr1 234200001 234250000 0.0267758128452012
chr1 234250001 234300000 0.0651680520554003
chr1 234300001 234350000 0.0400214953047138
chr1 234350001 234400000 0.0757673641781113
chr1 234400001 234450000 0.0815541442526282
chr1 234450001 234500000 0.0727128159644964
chr1 234500001 234550000 0.0764290255532147
chr1 234550001 234600000 0.0734383029847717
chr1 234600001 234650000 0.0859713742132619
chr1 234650001 234700000 0.107615593578145
chr1 234700001 234750000 0.129917672566663
chr1 234750001 234800000 0.103243929982422
chr1 234800001 234850000 0.128478443394934
chr1 234850001 234900000 0.16388173049364
chr1 234900001 234950000 0.0458435615934654
chr1 234950001 235000000 0.0973566394123208
chr1 235000001 235050000 0.156322323583746
chr1 235050001 235100000 0.127843046866883
chr1 235100001 235150000 0.0985381817060318
chr1 235150001 235200000 0.0743717546843595
chr1 235200001 235250000 -0.147439110307186
chr1 235250001 235300000 0.0703676075757966
chr1 235300001 235350000 -0.0175074445316356
chr1 235350001 235400000 0.114113543846734
chr1 235400001 235450000 0.109404014251001
chr1 235450001 235500000 0.0491327483795878
chr1 235500001 235550000 0.0588875676277723
chr1 235550001 235600000 0.0599336466744214
chr1 235600001 235650000 0.0372735120419884
chr1 235650001 235700000 0.0741578024260788
chr1 235700001 235750000 0.0761895136643094
chr1 235750001 235800000 0.0805237838492405
chr1 235800001 235850000 0.0970199964797856
chr1 235850001 235900000 0.0911231725186015
chr1 235900001 235950000 0.10840885516425
chr1 235950001 236000000 0.157764215964838
chr1 236000001 236050000 0.0920084198767377
chr1 236050001 236100000 0.106342534592914
chr1 236100001 236150000 0.0570034670520488
chr1 236150001 236200000 0.101554628656337
chr1 236200001 236250000 0.0551228353097539
chr1 236250001 236300000 0.0808208392872052
chr1 236300001 236350000 0.0218004060415085
chr1 236350001 236400000 0.0522872240350923
chr1 236400001 236450000 0.0312447614782517
chr1 236450001 236500000 0.0693718263514661
chr1 236500001 236550000 0.0313725298865938
chr1 236550001 236600000 -0.0722194230785137
chr1 236600001 236650000 0.0270709976057601
chr1 236650001 236700000 0.0740563828522025
chr1 236700001 236750000 0.102687905482251
chr1 236750001 236800000 0.0689764916717606
chr1 236800001 236850000 0.0222836014170667
chr1 236850001 236900000 0.00596639467005911
chr1 236900001 236950000 0.0492254863823099
chr1 236950001 237000000 0.0422073471953134
chr1 237000001 237050000 0.058650127703619
chr1 237050001 237100000 0.0484803447005664
chr1 237100001 237150000 -0.0048831006847244
chr1 237150001 237200000 0.0720186866960412
chr1 237200001 237250000 -0.0163611702756865
chr1 237250001 237300000 0.00183357548026687
chr1 237300001 237350000 0.0499813816972467
chr1 237350001 237400000 0.0750781622593693
chr1 237400001 237450000 0.0761801005765371
chr1 237450001 237500000 0.0938003472824899
chr1 237500001 237550000 0.0681764558966013
chr1 237550001 237600000 0.0470816815574596
chr1 237600001 237650000 0.0978178319642204
chr1 237650001 237700000 0.0720336829202666
chr1 237700001 237750000 0.0676665676757636
chr1 237750001 237800000 0.0811408969000547
chr1 237800001 237850000 0.0757379046777413
chr1 237850001 237900000 0.0890055919438321
chr1 237900001 237950000 0.102281968172324
chr1 237950001 238000000 0.054883573663529
chr1 238000001 238050000 0.018503115119215
chr1 238050001 238100000 0.0655121903562317
chr1 238100001 238150000 0.0945691464372195
chr1 238150001 238200000 0.0765830235078464
chr1 238200001 238250000 0.04117779371966
chr1 238250001 238300000 0.0761020598018041
chr1 238300001 238350000 0.0638401079618354
chr1 238350001 238400000 0.0730524059787882
chr1 238400001 238450000 0.0617979498296701
chr1 238450001 238500000 0.0656508363099391
chr1 238500001 238550000 0.0289901867659345
chr1 238550001 238600000 0.0390823303093835
chr1 238600001 238650000 0.0948495025948198
chr1 238650001 238700000 0.0512854279939202
chr1 238700001 238750000 0.111041581142131
chr1 238750001 238800000 0.0740475506404762
chr1 238800001 238850000 0.0590488679838616
chr1 238850001 238900000 0.066420548094994
chr1 238900001 238950000 0.0298562002329711
chr1 238950001 239000000 0.0892620339448331
chr1 239000001 239050000 0.0280069946791918
chr1 239050001 239100000 0.0449572694883843
chr1 239100001 239150000 0.0807309592344423
chr1 239150001 239200000 0.103208126847357
chr1 239200001 239250000 0.0925924757589479
chr1 239250001 239300000 0.111655351899398
chr1 239300001 239350000 0.0413292460685989
chr1 239350001 239400000 0.0716064901514509
chr1 239400001 239450000 0.070089990305936
chr1 239450001 239500000 0.0829118735676626
chr1 239500001 239550000 0.0644051294005565
chr1 239550001 239600000 0.0110160002793297
chr1 239600001 239650000 0.0896699289777534
chr1 239650001 239700000 0.0639979054005115
chr1 239700001 239750000 0.0687247999299003
chr1 239750001 239800000 0.111899685970518
chr1 239800001 239850000 0.0551209595603178
chr1 239850001 239900000 0.101498916555805
chr1 239900001 239950000 0.111912968004282
chr1 239950001 240000000 0.0593194347711135
chr1 240000001 240050000 0.0842576125962111
chr1 240050001 240100000 0.0705844527763365
chr1 240100001 240150000 0.0416704973508809
chr1 240150001 240200000 0.0146320154190851
chr1 240200001 240250000 0.0456695576316438
chr1 240250001 240300000 0.0180939244522261
chr1 240300001 240350000 0.0309340204566097
chr1 240350001 240400000 0.0274405306866259
chr1 240400001 240450000 0.0314022877243021
chr1 240450001 240500000 0.0201028651743521
chr1 240500001 240550000 0.0507703471882145
chr1 240550001 240600000 0.0945960543999057
chr1 240600001 240650000 0.00485715091260281
chr1 240650001 240700000 0.0344985003071174
chr1 240700001 240750000 0.0605211689748207
chr1 240750001 240800000 0.0638828775834632
chr1 240800001 240850000 0.00734164785765746
chr1 240850001 240900000 0.0534020487871481
chr1 240900001 240950000 0.0473184090823292
chr1 240950001 241000000 0.0525479601843873
chr1 241000001 241050000 0.0977961247159836
chr1 241050001 241100000 0.00169753908297107
chr1 241100001 241150000 0.0649665419429945
chr1 241150001 241200000 0.0394129162795785
chr1 241200001 241250000 0.0170451162556991
chr1 241250001 241300000 0.0131614152619089
chr1 241300001 241350000 0.061063789689586
chr1 241350001 241400000 0.0312506851188335
chr1 241400001 241450000 0.00678422684330077
chr1 241450001 241500000 0.00531561698959745
chr1 241500001 241550000 0.00422671533563212
chr1 241550001 241600000 -0.00299632301561976
chr1 241600001 241650000 0.0774336176073657
chr1 241650001 241700000 0.118242798313391
chr1 241700001 241750000 0.0913488482144658
chr1 241750001 241800000 0.126284891038782
chr1 241800001 241850000 0.0553346448632095
chr1 241850001 241900000 0.0563550469935086
chr1 241900001 241950000 0.0224216971060177
chr1 241950001 242000000 0.0222666926628866
chr1 242000001 242050000 0.0522425663040327
chr1 242050001 242100000 0.00560361219618035
chr1 242100001 242150000 0.102012504313426
chr1 242150001 242200000 0.010227842772807
chr1 242200001 242250000 0.0359863342782029
chr1 242250001 242300000 0.0480716348642501
chr1 242300001 242350000 0.0472248024467256
chr1 242350001 242400000 0.0187386960613295
chr1 242400001 242450000 -0.00996860158154477
chr1 242450001 242500000 0.0848105502759426
chr1 242500001 242550000 0.0556271005689048
chr1 242550001 242600000 0.082666302174018
chr1 242600001 242650000 0.0780876831189531
chr1 242650001 242700000 0.063726035274903
chr1 242700001 242750000 0.0206798794275325
chr1 242750001 242800000 0.0194860234246149
chr1 242800001 242850000 0.025598715463229
chr1 242850001 242900000 0.0212268711271067
chr1 242900001 242950000 0.124746452289969
chr1 242950001 243000000 0.0623489153235077
chr1 243000001 243050000 0.00254699683183747
chr1 243050001 243100000 0.0427325892240934
chr1 243100001 243150000 -0.0400169847396136
chr1 243150001 243200000 0.110335879818624
chr1 243200001 243250000 -0.00604764133698623
chr1 243250001 243300000 0.102421501298834
chr1 243300001 243350000 0.072786503268652
chr1 243350001 243400000 0.133888875044351
chr1 243400001 243450000 0.114971500762568
chr1 243450001 243500000 0.0981556140136529
chr1 243500001 243550000 0.0891056570958249
chr1 243550001 243600000 0.10532410494449
chr1 243600001 243650000 0.14910768681884
chr1 243650001 243700000 0.150503444290281
chr1 243700001 243750000 0.0740336733683006
chr1 243750001 243800000 0.0998617475097326
chr1 243800001 243850000 0.12170319027457
chr1 243850001 243900000 0.135340172325537
chr1 243900001 243950000 0.146562344188266
chr1 243950001 244000000 0.0891526313633099
chr1 244000001 244050000 0.134929740237651
chr1 244050001 244100000 0.0894780174212964
chr1 244100001 244150000 0.0992627962822618
chr1 244150001 244200000 0.0900232175314212
chr1 244200001 244250000 0.137253149928328
chr1 244250001 244300000 0.144825634518672
chr1 244300001 244350000 0.133367537476108
chr1 244350001 244400000 0.111688345801932
chr1 244400001 244450000 0.0749162402411901
chr1 244450001 244500000 0.0647602419529633
chr1 244500001 244550000 0.0851220289527717
chr1 244550001 244600000 0.0845370446571102
chr1 244600001 244650000 0.0420541529793672
chr1 244650001 244700000 0.0835749956599881
chr1 244700001 244750000 0.0734718957931444
chr1 244750001 244800000 0.0896760382976922
chr1 244800001 244850000 0.0843969739872274
chr1 244850001 244900000 0.048087961833553
chr1 244900001 244950000 0.0659089922207378
chr1 244950001 245000000 0.0607042568429194
chr1 245000001 245050000 0.0938817156796414
chr1 245050001 245100000 0.0628006131854903
chr1 245100001 245150000 0.072875338229844
chr1 245150001 245200000 0.0670237830342812
chr1 245200001 245250000 0.0974855652442207
chr1 245250001 245300000 0.0247696009124678
chr1 245300001 245350000 0.0775301170831147
chr1 245350001 245400000 0.0711209033265505
chr1 245400001 245450000 0.0737612221348717
chr1 245450001 245500000 0.0438743465157954
chr1 245500001 245550000 0.0505332999564263
chr1 245550001 245600000 0.0280962320627277
chr1 245600001 245650000 0.0906340896005012
chr1 245650001 245700000 0.0420184082799751
chr1 245700001 245750000 0.0482463370375685
chr1 245750001 245800000 0.120116186498518
chr1 245800001 245850000 0.0991224138075074
chr1 245850001 245900000 0.067595003918311
chr1 245900001 245950000 0.0857256719869619
chr1 245950001 246000000 0.0100777069102613
chr1 246000001 246050000 0.0998796492314253
chr1 246050001 246100000 0.0623200794309204
chr1 246100001 246150000 0.0947979228187028
chr1 246150001 246200000 0.0510818740989529
chr1 246200001 246250000 0.0629752221694698
chr1 246250001 246300000 0.0820757065912537
chr1 246300001 246350000 0.111562667301731
chr1 246350001 246400000 0.107495079573016
chr1 246400001 246450000 0.0567203728363066
chr1 246450001 246500000 0.0422825089675452
chr1 246500001 246550000 0.0753514114599802
chr1 246550001 246600000 0.0301453856673433
chr1 246600001 246650000 0.096540355702076
chr1 246650001 246700000 0.0219737008371718
chr1 246700001 246750000 0.0971244032952597
chr1 246750001 246800000 0.0479288111602112
chr1 246800001 246850000 0.109593283177298
chr1 246850001 246900000 0.0883507841987204
chr1 246900001 246950000 0.09555755221942
chr1 246950001 247000000 0.029662652070031
chr1 247000001 247050000 0.102203322258606
chr1 247050001 247100000 0.0815789253754893
chr1 247100001 247150000 0.00169792633477091
chr1 247150001 247200000 0.0459593028121821
chr1 247200001 247250000 0.0327268603659387
chr1 247250001 247300000 0.00640368724132055
chr1 247300001 247350000 0.0349051564128646
chr1 247350001 247400000 0.1184355919676
chr1 247400001 247450000 0.0739046208551579
chr1 247450001 247500000 0.0373848297787214
chr1 247500001 247550000 0.0291910196150047
chr1 247550001 247600000 0.04548050952636
chr1 247600001 247650000 0.0913393440483214
chr1 247650001 247700000 0.00459676690254487
chr1 247700001 247750000 0.0593491511249779
chr1 247750001 247800000 0.0695338119286833
chr1 247800001 247850000 0.0681924184453949
chr1 247850001 247900000 0.0759806169865422
chr1 247900001 247950000 0.0899769906221238
chr1 247950001 248000000 0.0873707056984825
chr1 248000001 248050000 0.0443323879012014
chr1 248050001 248100000 0.075883998398378
chr1 248100001 248150000 0.0753928671145136
chr1 248150001 248200000 0.0415897921607828
chr1 248200001 248250000 0.013867044778698
chr1 248250001 248300000 0.0214646137203141
chr1 248300001 248350000 0.0231024704365424
chr1 248350001 248400000 0.038214050003178
chr1 248400001 248450000 0.0308482109409969
chr1 248450001 248500000 0.0731351613633904
chr1 248500001 248550000 0.0731497583291883
chr1 248550001 248600000 0.0705907561367887
chr1 248600001 248650000 0.0696824963260009
chr1 248650001 248700000 0.132649589098866
chr1 248700001 248750000 0.0219799163610726
chr1 248750001 248800000 0.0773133390015104
chr1 248800001 248850000 0.0859751315630565
chr1 248850001 248900000 0.0865823590483741
chr1 248900001 248950000 0.107142003249907
chr1 249050001 249100000 0.0841626532205235
chr1 249100001 249150000 0.0240126100159724
chr1 249150001 249200000 0.143732730019639
chr1 249200001 249250000 0.115271432637216
chr10 50001 100000 0.345338326020024
chr10 100001 150000 -0.0707712382552476
chr10 150001 200000 -0.022785956701593
chr10 200001 250000 -0.0393400640379519
chr10 250001 300000 -0.0554569107400067
chr10 300001 350000 0.000774135522575082
chr10 350001 400000 -0.0339138468004073
chr10 400001 450000 0.0315859081547886
chr10 450001 500000 -0.0155860993030454
chr10 500001 550000 -0.0856176062538151
chr10 550001 600000 -0.0500501490564357
chr10 600001 650000 -0.0234716117742335
chr10 650001 700000 -0.0608719285553021
chr10 700001 750000 -0.0249352546303666
chr10 750001 800000 -0.089839141587734
chr10 800001 850000 -0.0775936042338603
chr10 850001 900000 -0.0366332324882976
chr10 900001 950000 -0.0588722122182532
chr10 950001 1000000 -0.0492745667822116
chr10 1000001 1050000 -0.0863204420745038
chr10 1050001 1100000 -0.0632517379537856
chr10 1100001 1150000 -0.0167538173268267
chr10 1150001 1200000 -0.00285522399799737
chr10 1200001 1250000 -0.0685000145826833
chr10 1250001 1300000 -0.138714771585728
chr10 1300001 1350000 -0.0312401968686546
chr10 1350001 1400000 -0.011579152599668
chr10 1400001 1450000 -0.0928011820578873
chr10 1450001 1500000 -0.0756259606703295
chr10 1500001 1550000 -0.0533912146250715
chr10 1550001 1600000 -0.0415983301218334
chr10 1600001 1650000 -0.0431230947370375
chr10 1650001 1700000 -0.0422133049480844
chr10 1700001 1750000 -0.0508192972723497
chr10 1750001 1800000 -0.0229970083761846
chr10 1800001 1850000 -0.0554530069199478
chr10 1850001 1900000 -0.000707169241359755
chr10 1900001 1950000 -0.0623772213416974
chr10 1950001 2000000 -0.0186500917780827
chr10 2000001 2050000 -0.0571909786041007
chr10 2050001 2100000 -0.0493115177706629
chr10 2100001 2150000 -0.0455518076833289
chr10 2150001 2200000 -0.0462691288192334
chr10 2200001 2250000 -0.0739961223066715
chr10 2250001 2300000 -0.0296634508274281
chr10 2300001 2350000 -0.0433870021267553
chr10 2350001 2400000 -0.0356923276058108
chr10 2400001 2450000 -0.031893647377779
chr10 2450001 2500000 -0.0308248008023151
chr10 2500001 2550000 0.00341758538100979
chr10 2550001 2600000 -0.0604468025446149
chr10 2600001 2650000 -0.0281727326819454
chr10 2650001 2700000 0.0310302475025125
chr10 2700001 2750000 -0.0513036881253551
chr10 2750001 2800000 -0.0455986798013951
chr10 2800001 2850000 -0.0501745577266198
chr10 2850001 2900000 -0.0473567570261471
chr10 2900001 2950000 -0.0478470757915582
chr10 2950001 3000000 -0.0501298210605961
chr10 3000001 3050000 0.00112001736439328
chr10 3050001 3100000 -0.0606975973942533
chr10 3100001 3150000 -0.041539505037004
chr10 3150001 3200000 -0.053153794024429
chr10 3200001 3250000 -0.0577397422352624
chr10 3250001 3300000 -0.0070767958816282
chr10 3300001 3350000 -0.0795793773226168
chr10 3350001 3400000 -0.0257821676607606
chr10 3400001 3450000 -0.00839198241050743
chr10 3450001 3500000 -0.00785750311768269
chr10 3500001 3550000 0.0308730461369315
chr10 3550001 3600000 0.0279817878906079
chr10 3600001 3650000 0.0157027337808865
chr10 3650001 3700000 -0.00933373693240012
chr10 3700001 3750000 0.0177036098364356
chr10 3750001 3800000 0.0327587277049539
chr10 3800001 3850000 0.0741546499477998
chr10 3850001 3900000 0.0593209855888235
chr10 3900001 3950000 0.0331385072189007
chr10 3950001 4000000 0.0226192782704871
chr10 4000001 4050000 0.00458276061542502
chr10 4050001 4100000 0.0272080791085117
chr10 4100001 4150000 0.000574922427998585
chr10 4150001 4200000 0.0230901484417688
chr10 4200001 4250000 0.0254834837768628
chr10 4250001 4300000 0.018285423253817
chr10 4300001 4350000 0.0107445059782313
chr10 4350001 4400000 0.0322075827109483
chr10 4400001 4450000 0.021497368634028
chr10 4450001 4500000 0.0415996176418938
chr10 4500001 4550000 0.0692600076678762
chr10 4550001 4600000 -0.0207918362780247
chr10 4600001 4650000 0.0404364288009528
chr10 4650001 4700000 0.0572411312952958
chr10 4700001 4750000 -0.00581514513048393
chr10 4750001 4800000 0.01792976562365
chr10 4800001 4850000 0.0075927563349427
chr10 4850001 4900000 -0.0311301494045358
chr10 4900001 4950000 -0.0413701952302349
chr10 4950001 5000000 -0.0144129878241836
chr10 5000001 5050000 -0.039806399299634
chr10 5050001 5100000 -0.0750594971030865
chr10 5100001 5150000 -0.0544149643385489
chr10 5150001 5200000 -0.020981451091512
chr10 5200001 5250000 -0.0284495004205701
chr10 5250001 5300000 -0.0380559688890316
chr10 5300001 5350000 -0.00511963402185795
chr10 5350001 5400000 -0.0611856728214315
chr10 5400001 5450000 0.00313041833182732
chr10 5450001 5500000 0.0510131210898362
chr10 5500001 5550000 -0.0317288133778948
chr10 5550001 5600000 -0.0446829437846513
chr10 5600001 5650000 -0.0319318830755602
chr10 5650001 5700000 -0.0030952031475718
chr10 5700001 5750000 -0.0310755471289107
chr10 5750001 5800000 -0.0287410250639978
chr10 5800001 5850000 -0.0745718067942645
chr10 5850001 5900000 -0.0646209751457716
chr10 5900001 5950000 -0.0389718831055458
chr10 5950001 6000000 -0.0412939461989461
chr10 6000001 6050000 -0.0190631231744062
chr10 6050001 6100000 -0.0560556629866632
chr10 6100001 6150000 0.0297708312992924
chr10 6150001 6200000 -0.0281667718970746
chr10 6200001 6250000 -0.0222444324602517
chr10 6250001 6300000 -0.0303244393878584
chr10 6300001 6350000 -0.0265092856598863
chr10 6350001 6400000 -0.0464754088825262
chr10 6400001 6450000 -0.00555186052158347
chr10 6450001 6500000 -0.0195248354514531
chr10 6500001 6550000 -0.030501675819163
chr10 6550001 6600000 -0.0382789956373485
chr10 6600001 6650000 -0.0372673606844143
chr10 6650001 6700000 -0.0184336543450538
chr10 6700001 6750000 -0.0485092610238436
chr10 6750001 6800000 -0.0352725259404391
chr10 6800001 6850000 0.0275864261109471
chr10 6850001 6900000 -0.00868371595922672
chr10 6900001 6950000 -0.0902305568604792
chr10 6950001 7000000 -0.0404627841641797
chr10 7000001 7050000 -0.0390094785161586
chr10 7050001 7100000 -0.0470543944358714
chr10 7100001 7150000 -0.0329222626011527
chr10 7150001 7200000 -0.0220648490817675
chr10 7200001 7250000 -0.0452759525716869
chr10 7250001 7300000 0.0537979566553445
chr10 7300001 7350000 -0.0298574020283664
chr10 7350001 7400000 -0.0601761991043587
chr10 7400001 7450000 -0.0685587684385192
chr10 7450001 7500000 -0.0544161438414556
chr10 7500001 7550000 0.00666077049058484
chr10 7550001 7600000 -0.0583661240584116
chr10 7600001 7650000 -0.0757821849093692
chr10 7650001 7700000 -0.0277062469263047
chr10 7700001 7750000 -0.0861442483881748
chr10 7750001 7800000 -0.0752137090145783
chr10 7800001 7850000 -0.0640757294268777
chr10 7850001 7900000 -0.0326902121319533
chr10 7900001 7950000 0.0197051137870395
chr10 7950001 8000000 -0.0327465841246712
chr10 8000001 8050000 -0.0487010224129761
chr10 8050001 8100000 -0.069955695588077
chr10 8100001 8150000 -0.0192298225487161
chr10 8150001 8200000 -0.0312853470209783
chr10 8200001 8250000 -0.00242497083318322
chr10 8250001 8300000 -0.0447885617352856
chr10 8300001 8350000 -0.00067737093822865
chr10 8350001 8400000 0.0134527234897249
chr10 8400001 8450000 -0.0256524908846617
chr10 8450001 8500000 0.0137664980464174
chr10 8500001 8550000 -0.0259527868051587
chr10 8550001 8600000 -0.0277268015896429
chr10 8600001 8650000 -0.0363077911503501
chr10 8650001 8700000 -0.0280168625693835
chr10 8700001 8750000 -0.00884235192282228
chr10 8750001 8800000 0.0395073281651788
chr10 8800001 8850000 -0.0192412410626444
chr10 8850001 8900000 0.000304847554160711
chr10 8900001 8950000 -0.00491971011243925
chr10 8950001 9000000 -0.00810370946897942
chr10 9000001 9050000 -0.0647361715657514
chr10 9050001 9100000 0.0282650251158089
chr10 9100001 9150000 -0.0144605280892706
chr10 9150001 9200000 -0.0212607521305761
chr10 9200001 9250000 -0.0110542144836664
chr10 9250001 9300000 0.050046654046823
chr10 9300001 9350000 -0.101541526198374
chr10 9350001 9400000 -0.0518622137681643
chr10 9400001 9450000 -0.0397794886092582
chr10 9450001 9500000 -0.0182897495986369
chr10 9500001 9550000 -0.0440040948486952
chr10 9550001 9600000 -0.0458466429168179
chr10 9600001 9650000 -0.0287646746803596
chr10 9650001 9700000 -0.0283774135542763
chr10 9700001 9750000 0.00130561855592327
chr10 9750001 9800000 -0.00635755351206817
chr10 9800001 9850000 -0.0173763488774449
chr10 9850001 9900000 -0.0445651589114253
chr10 9900001 9950000 -0.0206673408251646
chr10 9950001 10000000 -0.0335605430817631
chr10 10000001 10050000 -0.044221263914083
chr10 10050001 10100000 -0.0296873449424577
chr10 10100001 10150000 -0.048231953950348
chr10 10150001 10200000 -0.0425128749947538
chr10 10200001 10250000 0.00226230453663096
chr10 10250001 10300000 -0.0479466527766386
chr10 10300001 10350000 -0.0239650807251912
chr10 10350001 10400000 -0.0628115929054868
chr10 10400001 10450000 -0.0833170630318323
chr10 10450001 10500000 -0.0456249702738898
chr10 10500001 10550000 -0.0774467148893588
chr10 10550001 10600000 -0.0363976608873871
chr10 10600001 10650000 -0.0395921981298003
chr10 10650001 10700000 -0.0393817905626951
chr10 10700001 10750000 -0.0354846364232668
chr10 10750001 10800000 -0.0414320541028331
